childreninhh,handsetrefurbished,handsetwebcapable,truckowner,rvowner,homeownership,buysviamailorder,respondstomailoffers,optoutmailings,nonustravel,ownscomputer,hascreditcard,newcellphoneuser,notnewcellphoneuser,ownsmotorcycle,madecalltoretentionteam,creditrating,prizmcode,occupation,maritalstatus,service_city,monthlyrevenue,monthlyminutes,totalrecurringcharge,directorassistedcalls,overageminutes,roamingcalls,percchangeminutes,percchangerevenues,droppedcalls,blockedcalls,unansweredcalls,customercarecalls,threewaycalls,receivedcalls,outboundcalls,inboundcalls,peakcallsinout,offpeakcallsinout,droppedblockedcalls,callforwardingcalls,callwaitingcalls,monthsinservice,uniquesubs,activesubs,handsets,handsetmodels,currentequipmentdays,agehh1,retentioncalls,retentionoffersaccepted,referralsmadebysubscriber,adjustmentstocreditrating,revenue_per_minute,total_calls,avg_call_duration,service_tenure,customer_support_interaction,handsetprice,incomegroup,customerid
-0.014909056,0.00053130917,-0.0073030572,-0.00035166682,0.0003476354,0.0022177864,-0.0186719,0.013896026,-0.00056885474,0.00018437674,-0.0053538643,-0.0007706452,0.0013992571,-0.0014393578,-0.0011980594,-0.020046704,-0.10723079,-0.034616023,-0.019380964,0.026991267,0.097710125,0.08283397,-0.03376086,0.0076140817,-0.036530774,0.10948822,0.0031311407,0.8445381,-0.36409706,-0.05878335,0.012082065,-0.009237467,-0.06458002,0.021613952,0.104156144,0.046928473,0.054994415,-0.0009723969,-0.0051382445,0.03244227,0.00029164372,0.031340864,-0.060252767,-0.098032996,0.010997415,-0.01450894,8.468138e-05,-0.31830567,0.06806503,-0.0075506093,0.0010569296,-0.00020297615,0.0009419018,-0.050628044,-0.010604264,-0.018491246,-0.06250819,0.0024218091,0.070398085,0.04448306,3387562.0
-0.025425185,0.13002509,-0.017751668,0.0025234579,-0.011261247,-0.00037812957,0.007291715,0.02606894,-0.0005582976,-0.000233789,-0.0019086997,0.00023962607,0.0013253896,-0.0032148361,-0.0001256632,-0.014770063,0.10109275,-0.028458536,-0.008807261,0.01740789,-0.16903922,0.0046575116,-0.06660639,-0.26808786,0.0010372623,-0.049874246,-0.024955321,-0.10836645,-0.032411348,0.03558518,-0.016500868,-0.0004512518,-0.01425771,0.005974051,0.070611514,0.011065463,-0.07873073,-0.03745524,-0.05376138,-0.03094453,0.0002208112,-0.014329136,-0.03299533,0.016063023,-0.004201263,0.04768692,0.0031202105,0.13935418,-0.06577445,-0.0050384793,0.00091049226,0.0005053758,0.003445196,-0.13083091,-0.037139755,-0.025872175,-0.006495636,-0.0025448939,0.002381972,0.001611057,3098094.0
-0.022582615,-0.034070626,-0.011419482,-0.00077982317,-2.8070135e-05,-0.020208094,0.0027760454,0.004884418,-0.00010569235,0.00023680623,-0.0052955276,0.00019622885,0.0013368241,0.004219547,-0.0012463047,-0.016392935,-0.1681191,-0.025815355,-0.00968758,0.029000161,0.02517577,-0.025358615,-0.15135144,-0.16306724,-0.004534643,0.15739365,-0.042491425,0.38739982,0.10894226,0.008856588,0.037433982,0.021317493,-0.06842506,-0.19045213,0.040782057,-0.021218237,-0.049246315,-0.029485568,0.029389763,0.035152856,0.00020068687,-0.056699235,-0.22107093,-0.07753376,0.010726798,0.066419706,-0.035934296,-0.2690094,0.011782084,-0.0071339803,0.0004604149,-0.0011040455,0.000923434,-0.09892632,-0.15776272,-0.06120645,-0.036356743,0.03200511,-0.0046387357,0.0023396169,3032162.0
-0.017958952,-0.030511795,-0.020743337,-0.00032380028,0.0021466047,-0.0010207301,0.00867978,0.030371461,-0.0005562972,0.00030378072,-0.0022043635,0.00048231677,0.0013596838,0.001137471,-0.0006290319,-0.012969942,0.08356863,-0.010428334,-0.00200578,0.029069135,-0.14751111,-0.010268703,0.029777503,0.119684435,0.0047593177,-0.08741149,-0.0097979335,-0.19594167,-0.013287481,0.034672264,0.04890374,0.012198634,-0.012570286,0.005288757,-0.00519955,-0.034743115,0.05534255,0.013904463,-0.017242031,-0.05884763,0.0002766024,0.012261657,0.37679148,-0.06465702,0.012253568,-0.021242615,0.0009787478,0.1472261,0.09010268,-0.0031005533,0.0005694079,0.00041636836,0.003593836,-0.0010021906,0.014043104,-0.009860332,0.09667331,-0.009474968,-0.014845827,-0.0032892958,3330570.0
-0.017594796,-0.036537215,-0.018112062,-0.00035103213,0.00032923062,0.0007794913,0.009501877,0.025678521,-0.00019575856,-0.0003617985,-0.0028614532,-0.0008000394,0.0018886607,0.0006696577,-0.0009687701,-0.019503431,0.035873257,-0.03206423,-0.0066082235,0.02780448,0.016735721,-0.041962977,-0.05146528,-0.068162374,-0.009614653,-0.08375535,0.011640977,-0.07739839,0.10601909,0.017154545,0.027866747,0.03520866,-0.015921803,0.0058098403,0.00071514706,0.017084898,-0.021358632,0.057991534,-0.0112877805,-0.04317728,0.00030065776,0.026842192,-0.12873022,-0.120065965,0.01555323,-0.010345126,-0.0027291053,-0.4195289,0.10735189,-0.0037295767,0.0006026862,-0.0012996743,0.0027342374,-0.042748008,-0.027013795,-0.024066875,-0.09655285,0.0049166745,-0.02222196,0.026590519,3260050.0
0.04339777,0.11486835,-0.004832282,-0.0008376358,0.00039705238,-0.0006206625,0.0053391475,0.0109488685,-0.0010609182,-0.015966525,-0.0039505307,-0.00049130036,0.001065074,0.0038859365,-0.0011942943,-0.016459174,-0.46233475,0.17341389,0.05901337,0.022546731,0.054969173,-0.03854177,-0.15257597,-0.1481407,-0.0010415111,0.019600956,0.046863366,0.38325647,-0.0053334692,0.081841365,0.04536289,0.021031572,-0.08385239,0.010355529,0.050553262,0.019351408,-0.021766331,-0.032886524,0.049559772,0.14923072,0.00027882046,-0.010204073,0.22116514,-0.06660335,0.013653265,0.07350899,0.0148617225,-0.3140026,-0.04325739,-0.0052819536,0.00053313584,-0.001158781,0.0016730757,-0.19957186,0.0065958537,-0.045416128,0.050223324,-0.063793376,0.08145805,-0.0075645777,3241950.0
0.061035085,-0.019870147,0.041858472,0.00143926,-0.0009900979,-0.00035228126,-0.011876112,-0.019859713,1.2823861e-05,0.00014547157,0.013004065,-0.004647426,0.001312943,-0.0014140701,-0.0003515018,-0.013959454,-0.1385519,-0.040134113,0.051386382,0.010167965,-0.11042543,0.03902894,0.07802277,0.01836792,-0.007980155,-0.08073744,0.011724853,0.6498034,0.017737601,0.020299317,0.035972394,0.014477336,0.009151211,0.015584418,0.017639473,-0.032418385,-0.07377341,-0.033860747,-0.019236581,0.05520638,0.00019116233,0.011415766,-0.04088063,-0.064906776,0.023932967,-0.00400209,0.01134835,0.43729314,0.011341087,-0.0036904113,0.0005052591,0.0005364066,0.0035342819,0.018109608,0.010477307,-0.02625819,-0.017233163,-0.009069937,-0.003723534,-0.008863482,3048878.0
-0.016052375,-0.060704336,-0.011371422,-0.00047336216,0.002155043,0.0017478619,0.025017904,0.02769351,-0.0005310691,-0.00044734598,-0.007871992,-0.0010042324,0.001867106,5.37851e-05,-0.00094471907,-0.021465622,-0.21087058,0.079678215,-0.0007717453,0.014043703,-0.049043056,0.01946075,0.079796284,0.14958604,-0.0007579175,-0.10446833,-0.011166682,-0.20940775,-0.032956105,-0.07429728,0.022358574,0.009994165,0.010995664,0.0053457553,0.0005378409,-0.020177271,0.029376766,0.05436719,-0.0263203,-0.06023539,0.00027513353,0.023706097,0.029605063,-0.09895179,0.010969114,-0.024055118,-0.0034463536,-0.47467098,0.07652921,-0.003972114,0.00034866072,-0.00016067037,0.0013705022,0.00680451,-0.0037296205,-0.032233663,-0.007823907,0.005834783,-0.004353685,0.01988489,3164250.0
0.06593526,-0.03297883,-0.019693118,-0.00036126893,0.00032923062,-0.0006692216,-0.02294816,-0.024450354,-0.0005680416,0.00017868725,0.028875586,0.00034190144,0.001802195,-0.0026626065,-0.00064620556,-0.022788163,-0.24359079,-0.030450325,0.023085305,0.0065488294,-0.09451317,0.045790844,-0.06272149,-0.08947275,0.0016460458,0.10188115,-0.010956401,-0.027653424,-0.030789692,-0.08425871,-0.023882873,0.019691117,0.028611107,0.005894132,0.0032163435,0.023679722,0.018898912,-0.04516702,-0.020324731,-0.03575927,0.00029223808,-0.002615395,-0.15068108,-0.07942627,0.018124884,-0.016796637,8.463231e-05,-0.38715082,-0.0788754,-0.005376057,0.00055545685,-0.00025418954,0.001735609,-0.041363753,-0.02366638,-0.015035372,-0.060767293,0.005428999,-0.020372853,-0.005753147,3372522.0
-0.019869655,-0.010091936,-0.018163554,-0.0018779233,0.00046992314,-0.00067856186,-0.011036395,-0.03964493,-0.00010103414,0.00024269313,-0.001894465,0.00019290083,-0.020585386,-0.0025006027,-0.00062397355,-0.017921342,0.09615586,-0.006289419,0.0072267507,0.017153231,-0.20516756,-0.005553497,0.5056874,0.017415807,0.0019380663,-0.04860891,-0.005688679,-0.16398025,-0.11819232,-0.08130407,-0.035399742,-0.014011483,0.009651741,0.0024361257,-0.12614802,0.03244863,0.042548425,0.17258127,0.10510884,-0.07943563,0.00020382376,0.008832832,-0.1564734,0.21684769,0.09375571,0.13860126,0.016144553,0.20060186,-0.011084074,-0.002730389,0.00069844804,0.0007481824,0.0015992525,0.55838895,0.03922691,0.44989812,-0.028536214,0.00018551404,0.107863255,0.02968937,3030078.0
-0.028222706,-0.02543674,-0.020419972,-0.00030694576,0.00045776385,-0.0004603881,0.0018672941,-0.03470602,-9.605357e-05,-0.012594568,-0.0023916974,0.0004971982,0.008090353,-0.0020645808,-0.00062397355,-0.017468723,0.00393013,-0.009965431,-0.006274963,-0.053763367,-0.32575238,0.006577432,-0.043521766,-0.041617833,0.0030107824,-0.052861486,0.27329716,-0.115543164,-0.04385441,-0.05396816,-0.046723936,0.0032386542,0.029464474,0.002233422,-0.15946284,0.003141143,0.020896927,0.09339284,0.09610236,-0.06621944,0.00018966798,0.010335233,-0.13292755,-0.06405548,0.01900302,0.067675166,-0.0009043559,0.2588885,-0.082597114,-0.0052249175,0.0006318888,0.0005481544,0.0016497454,-0.088254236,0.03210742,-0.11394176,-0.009469879,0.004454887,-0.00087235216,-0.0055821044,3059726.0
-0.027703436,-0.059533205,-0.031665713,0.0014841959,-0.01132915,-0.0006095881,-0.03366114,-0.036413837,-9.601585e-05,0.000115944014,-0.0038765771,0.000501683,0.002482187,-0.0028826643,-0.0006266405,-0.0156223755,0.053623136,-0.02922009,0.036338504,0.013214189,-0.071152434,-0.006509183,-0.0044481787,0.21418864,-0.01233829,0.06865092,0.31473148,-0.112965,0.2349544,-0.07800356,0.021908471,0.0036320721,0.016655108,0.0038084572,-0.0009410352,-0.020864213,0.026801532,0.04361421,-0.011394697,-0.023113761,0.00019116004,0.007325244,-0.013606176,-0.06636087,0.015761858,-0.01684062,-0.001045845,-0.26829085,-0.059278402,-0.0049299486,0.0005593615,-0.0019184559,0.0010722445,0.002540562,0.004078109,-0.04868612,-0.004202316,0.0063642785,-0.015913328,-0.0022444546,3103650.0
-0.027356682,-0.026873397,-0.012238451,-0.0003277238,0.00045776385,0.0007040583,0.0109641915,0.023669641,-0.00017234578,0.00066565926,-0.0026187573,-0.0014522041,0.005125334,0.00058024947,-0.00061609654,-0.019373827,0.08060161,-0.019172503,-0.003448325,0.011234698,-0.2049282,-0.036908034,-0.06722873,0.13310783,0.0015613576,-0.06571564,-0.007773362,0.18685779,-0.025166212,-0.035380248,-0.044467002,0.006739175,0.030658416,0.0024994644,-0.12888448,0.00960608,0.013969245,0.033673175,0.08693835,-0.07703541,0.00027295586,0.01841089,0.02515531,-0.08193624,0.011470437,-0.010708433,0.0010169935,0.12203359,0.11320422,-0.0036409274,0.00067671447,-0.00025919612,0.001483756,-0.18789348,0.04224551,-0.09795533,0.010716353,0.0075338692,-0.013612637,0.0101202745,3277202.0
-0.023374738,-0.025360912,0.12665054,-0.000280633,-0.0025752115,-0.00044506462,0.01641199,0.013079098,-0.00035933877,-0.00033825674,-0.0031074139,8.137946e-05,-0.006736599,0.0006662059,-0.00069582526,-0.014247933,-0.083562404,-0.027963571,-0.009670645,-0.037280735,-0.13688308,0.018270258,-0.019045655,0.1305445,-0.009985737,0.1297146,-0.00554391,-0.15417539,-0.01213311,-0.07831888,0.021766482,0.005780161,0.023491448,0.007624848,0.0056921816,0.019353628,-0.06918434,-0.009563477,-0.01980384,-0.06182865,0.00020349018,0.014692006,-0.055382706,0.039245795,0.001406041,-0.010476704,0.00070141774,0.1619888,-0.077324286,-0.004169524,0.0006356364,0.00065367203,0.0018039586,0.007639756,-0.036836825,-0.014812354,0.008722339,0.014700443,-0.013426328,0.011658869,3138942.0
-0.011712063,-0.020825317,-0.01309647,-0.0006759423,0.0021400393,0.0008987183,0.0074235643,0.022536578,-0.00017136752,0.0002852077,-0.0054213037,-0.0014589601,0.0015969885,0.0011191329,-0.00062090525,-0.017723508,-0.19421992,-0.022063952,-0.0025921173,0.019513322,-0.10830286,0.018620605,-0.036355834,-0.013836998,-0.00070697605,-0.060274057,-0.0086774165,0.1508518,-0.038659625,0.031102996,-0.021939185,0.019736465,0.029373115,0.009091765,-0.0054248604,-0.0058730636,0.0481474,0.06283301,-0.00917367,-0.041029707,0.0002737369,0.026095003,0.057615835,-0.06404261,0.012631609,-0.009300052,-0.0002459834,0.41082504,0.10097313,-0.0047975765,0.00075108645,-0.0014946739,0.0020594401,-0.019204896,0.038339242,0.01887754,-0.042592153,-0.00083324447,-0.012272774,0.034360312,3248498.0
-0.027610013,-0.031451266,-0.018282628,-0.00028737827,0.00030972215,-0.00046116527,-0.029143775,-0.04550983,0.0147823,0.0002500757,0.025533639,0.0016980285,0.002150525,-0.0047913133,-0.00029510376,-0.015304767,0.018119428,-0.029787416,-0.004133147,0.0054379553,-0.18872026,0.03740622,0.08262049,0.022623261,0.0025771472,-0.070323095,0.026087496,-0.183418,-0.05111574,-0.09029395,-0.021180913,-0.0026767445,0.00019619355,-0.00043630024,-0.03362899,-0.0012993249,0.016154118,-0.020610599,-0.043969955,-0.07620275,0.00018710649,0.010596668,-0.080556616,0.039457973,-0.003800714,-0.014121411,0.001058814,0.24204978,-0.23753734,-0.0032157167,0.00022845884,0.0005289579,-0.00042305244,-0.00054639275,0.017059335,-0.06941755,-0.0037283502,-0.002471488,-0.02607692,-0.026712025,3135394.0
0.043019023,0.18260765,-0.022169396,0.0013751454,-0.012628882,-0.00059620355,-0.009893777,-0.039373443,-0.00010857337,9.100705e-05,-0.0048035407,0.00021143697,0.0026946997,-0.0014966882,-2.085144e-05,-0.012526281,0.029123489,-0.029578803,0.011161016,0.015716193,0.0043570655,-0.04607645,-0.042660765,-0.34767202,0.017592916,0.22055732,0.0045251627,-0.040236123,0.19154035,-0.007452765,0.04109982,0.005310145,0.021085374,0.006403505,0.06885704,-0.009171637,0.024780799,-0.080636196,-0.05080567,0.017567385,0.00023321495,0.0061698304,0.03763095,0.03824301,0.008391834,0.060599945,-0.0038974783,-0.16600043,-0.03673535,-0.007629523,0.00030995818,0.00031632453,-0.100861385,-0.0015436389,-0.012285084,0.002840023,-0.0036914693,-0.003686597,0.0268906,-0.036033757,3062382.0
0.05706503,-0.02345947,0.10614896,0.0013592505,0.03410096,-0.0006231084,0.026822409,0.008718787,-0.00035933877,0.00064199534,-0.002510326,4.813919e-05,0.004030428,-0.0011972461,-0.00032913178,-0.016779799,-0.08335246,-0.005648038,-0.013255835,0.013650745,-0.07529943,0.012218759,-0.08877486,-0.105172195,-0.00087559293,-0.0855512,4.6692003e-05,-0.027544888,-0.013880195,-0.09133351,0.010775982,0.0033148443,-0.007890214,0.013339801,0.09581911,0.023386382,-0.1258567,-0.0659486,-0.0012720164,-0.045021497,0.00020642264,-0.003947279,-0.04699793,0.06087125,-0.003444753,0.00015645477,0.0011539623,0.3497436,-0.0047453344,-0.0040687127,0.0006182603,0.00051235245,0.0022874745,-0.1701141,-0.03813727,0.07030817,-0.019575091,-0.022591854,-0.020602012,0.013794374,3074046.0
-0.01777597,-0.06516513,-0.020741433,-0.00033421858,0.0004195014,0.004594832,-0.0031833965,0.0300171,-0.000457778,-0.00044718376,-0.0023250333,-0.00043123553,0.0054060183,0.0064522345,-0.0006290319,-0.020090396,0.03955574,-0.028689098,-0.0017701809,0.01884878,-0.10869489,-0.0015079603,0.104017854,0.14325897,-0.0021510795,-0.070768386,-0.00838446,-0.05054647,0.098535605,-0.050829623,-0.037193794,0.008321037,0.018604035,0.0076609114,-0.038068425,0.014264475,0.013805936,0.0026033146,-0.018015528,-0.064960465,0.00024804327,0.01974462,-0.23976265,-0.088124424,0.014626747,-0.008887483,-0.017428648,-0.6404723,0.089798756,-0.0036283815,0.00024525405,0.00058797933,0.0013906461,0.03177761,0.03172529,-0.043358717,-0.0139297675,0.0022269895,-0.012138646,0.020561282,3025394.0
-0.0041653854,-0.030296603,-0.026900012,0.0010052087,0.0019418721,-0.0007133454,-0.023985121,-0.06227378,-0.0005572755,4.0237635e-05,0.012095076,-0.00038630245,0.0020123476,-0.0042937347,-0.0006371796,-0.017984966,0.04836569,-0.012775517,-0.0043495246,-0.03315483,-0.17208321,-0.030119155,0.042402294,0.14928778,0.004650544,-0.07403579,-0.008646832,-0.16089967,-0.035496812,-0.08882884,-0.055263475,0.010304884,0.0074338163,0.009341196,0.022655163,-0.014096867,-0.025456531,0.009358939,-0.033039,-0.078179464,0.00020129044,0.011984123,-0.08525107,0.11852755,-0.10159555,-0.012772142,0.0007442556,0.2805205,-0.0655745,-0.0040024812,0.0005892657,0.0004800105,0.002546515,-0.010119417,0.012711638,-0.020162383,-0.0016837579,-0.004092857,-0.012655115,0.008746,3050842.0
-0.017752714,-0.025561944,-0.019780494,0.0016088595,-0.010195017,-0.00064081175,0.005968365,0.014404586,-0.00018511289,0.0006658215,-0.0016125556,-0.009063143,0.0040578125,0.00092677167,-0.0009922574,-0.013084457,0.027744187,0.0827819,-0.005105539,0.011563824,-0.09104742,-0.047559675,-0.035021096,0.13938192,-0.026688714,0.072976835,-0.008284448,0.14327048,-0.074374996,0.008427424,-0.027621761,0.006541893,0.02240617,0.010497677,0.011288204,-0.007486662,-0.034165114,-0.022388065,0.004745283,-0.07305702,0.00019909846,0.018463632,-0.12110107,0.07288251,-0.0027667773,-0.011227752,0.0010920584,0.25266665,0.085630596,-0.0033886808,0.0004960202,0.0006452673,0.0031679773,-0.12979758,-0.0149222715,0.0634503,-0.00995298,0.001149548,-0.020689774,-0.0031309365,3086326.0
